user_id,first_name,last_name,phone,country,city,timezone,date_of_birth,gender,profile_photo_url,linkedin_url,github_url,portfolio_url,website_url,willing_to_relocate,willing_to_travel,notice_period_days,current_salary,expected_salary,currency,profile_completion,headline,summary,languages,job_preferences,availability,metadata,created_at,updated_at
2a8994fd-1aa0-5158-8b3b-aa7212209d3b,Marie,Gasana,+250782571945,Rwanda,Kamonyi,Africa/Kigali,2000-04-08,female,,https://linkedin.com/in/marie-gasana-323,https://github.com/mariegasana87,,,True,True,60,"{""amount"": 325000, ""currency"": ""RWF""}","{""min"": 325000, ""max"": 428731, ""currency"": ""RWF""}",RWF,74,"Advanced Diploma in Electrical Engineering, in Engineering, Manufacturing and Construction","Marie is a motivated professional with 1+ years of professional experience in Engineering, Manufacturing and Construction, based in Kamonyi, Rwanda, seeking new opportunities to contribute and grow.","[{""name"": ""English"", ""reading"": ""Very Good"", ""writing"": ""Very Good"", ""speaking"": ""Good""}, {""name"": ""French"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Very Good""}, {""name"": ""Ikinyarwanda"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}]","{""job_types"": [""full-time""], ""locations"": [""Kamonyi""], ""industries"": [""Engineering, Manufacturing and Construction""], ""company_sizes"": [], ""employment_types"": [""full-time""], ""remote_preference"": ""remote""}","{""status"": ""open_to_opportunities"", ""notice_period"": ""1 month"", ""available_from"": null, ""open_to_opportunities"": true}","{""source_candidate_id"": ""00107E8FDD3BE1A2B6D57564BE86F9E689BB7108CD697F0AA84BB1292365D6DB"", ""generated"": true}",2026-02-21 19:18:47.443988+00:00,2026-02-21 19:18:47.443988+00:00
34a47f6d-5cc7-5ef2-9127-00b404cd9702,Pelagie,Gasana,+250781538552,Rwanda,Nyabihu,Africa/Kigali,1990-03-15,female,,https://linkedin.com/in/pelagie-gasana-924,https://github.com/pelagiegasana44,,,True,False,30,"{""amount"": 220000, ""currency"": ""RWF""}","{""min"": 220000, ""max"": 307423, ""currency"": ""RWF""}",RWF,73,"A2 certificate in accounting in Business, Administration and Law","Pelagie is a motivated professional early in their career in Business, Administration and Law, based in Nyabihu, Rwanda, seeking new opportunities to contribute and grow.","[{""name"": ""English"", ""reading"": ""Very Good"", ""writing"": ""Very Good"", ""speaking"": ""Very Good""}, {""name"": ""French"", ""reading"": ""Good"", ""writing"": ""Good"", ""speaking"": ""Good""}, {""name"": ""Ikinyarwanda"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}]","{""job_types"": [""full-time""], ""locations"": [""Nyabihu""], ""industries"": [""Business, Administration and Law""], ""company_sizes"": [], ""employment_types"": [""full-time""], ""remote_preference"": ""remote""}","{""status"": ""not_looking"", ""notice_period"": ""2 weeks"", ""available_from"": null, ""open_to_opportunities"": true}","{""source_candidate_id"": ""00829F9A07FD6CC177909E49388232A93D1B76805643FA72E7E953ACF75CB9BE"", ""generated"": true}",2025-09-02 19:18:47.443988+00:00,2025-09-02 19:18:47.443988+00:00
6bd0e39e-b819-5378-baa6-31cf4a887cf2,Olive,Rukundo,+250782876828,Rwanda,Bugesera,Africa/Kigali,1997-03-12,female,,https://linkedin.com/in/olive-rukundo-471,,,,False,True,0,"{""amount"": 625000, ""currency"": ""RWF""}","{""min"": 625000, ""max"": 867734, ""currency"": ""RWF""}",RWF,75,Post Graduate Diploma In Education in Education,"Olive is a motivated professional with 3+ years of professional experience in Education, based in Bugesera, Rwanda, seeking new opportunities to contribute and grow.","[{""name"": ""English"", ""reading"": ""Good"", ""writing"": ""Good"", ""speaking"": ""Good""}, {""name"": ""French"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}, {""name"": ""Ikinyarwanda"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}]","{""job_types"": [""full-time""], ""locations"": [""Bugesera""], ""industries"": [""Education""], ""company_sizes"": [], ""employment_types"": [""full-time""], ""remote_preference"": ""any""}","{""status"": ""not_looking"", ""notice_period"": null, ""available_from"": null, ""open_to_opportunities"": true}","{""source_candidate_id"": ""0084CD3B6849D7140BF2CFD51B7B2C1B94EA0E647B5522A14E16A074AF5A822D"", ""generated"": true}",2024-11-30 19:18:47.443988+00:00,2024-11-30 19:18:47.443988+00:00
a714a22e-aed4-53b2-a689-8608269f5cd9,Grace,Umutoni,+250724078418,Rwanda,Nyanza,Africa/Kigali,1999-01-13,female,,https://linkedin.com/in/grace-umutoni-385,,,,False,True,0,"{""amount"": 325000, ""currency"": ""RWF""}","{""min"": 325000, ""max"": 393953, ""currency"": ""RWF""}",RWF,63,"Advanced Diploma in Civil Engineering in Engineering, Manufacturing and Construction","Grace is a motivated professional with 1+ years of professional experience in Engineering, Manufacturing and Construction, based in Nyanza, Rwanda, seeking new opportunities to contribute and grow.","[{""name"": ""English"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}, {""name"": ""Ikinyarwanda"", ""reading"": ""Very Good"", ""writing"": ""Good"", ""speaking"": ""Good""}, {""name"": ""Swahili"", ""reading"": ""Very Good"", ""writing"": ""Good"", ""speaking"": ""Good""}]","{""job_types"": [""full-time""], ""locations"": [""Nyanza""], ""industries"": [""Engineering, Manufacturing and Construction""], ""company_sizes"": [], ""employment_types"": [""full-time""], ""remote_preference"": ""onsite""}","{""status"": ""not_looking"", ""notice_period"": ""1 month"", ""available_from"": null, ""open_to_opportunities"": true}","{""source_candidate_id"": ""00A2AA61140CB684E1B28F9243060168767D2B6E3BC2DDBF420B54C7BDD6461B"", ""generated"": true}",2026-02-14 19:18:47.443988+00:00,2026-02-14 19:18:47.443988+00:00
e46746a7-e9cc-5ff5-ac45-302848608414,Therese,Mutoni,+250724426900,Rwanda,Rwamagana,Africa/Kigali,1995-02-19,female,,https://linkedin.com/in/therese-mutoni-785,,,,True,True,30,"{""amount"": 400000, ""currency"": ""RWF""}","{""min"": 400000, ""max"": 519451, ""currency"": ""RWF""}",RWF,89,"Bachelor's Degree in Business Administration with specialization in Human Resource in Business, Administration and Law","Therese is a motivated professional early in their career in Business, Administration and Law, based in Rwamagana, Rwanda, seeking new opportunities to contribute and grow.","[{""name"": ""English"", ""reading"": ""Excellent"", ""writing"": ""Very Good"", ""speaking"": ""Very Good""}]","{""job_types"": [""full-time""], ""locations"": [""Rwamagana""], ""industries"": [""Business, Administration and Law""], ""company_sizes"": [], ""employment_types"": [""full-time""], ""remote_preference"": ""hybrid""}","{""status"": ""open_to_opportunities"", ""notice_period"": null, ""available_from"": null, ""open_to_opportunities"": true}","{""source_candidate_id"": ""01166394B9F622C39EAF3FAB6DC4CD9E868466448875708000B744B3116A0F69"", ""generated"": true}",2024-10-21 19:18:47.443988+00:00,2024-10-21 19:18:47.443988+00:00
6351bce2-35fd-5759-a583-3b04256d8024,Claude,Nzeyimana,+250786596150,Rwanda,Gasabo,Africa/Kigali,1998-09-16,male,,https://linkedin.com/in/claude-nzeyimana-889,https://github.com/claudenzeyimana43,,,True,True,60,"{""amount"": 425000, ""currency"": ""RWF""}","{""min"": 425000, ""max"": 498556, ""currency"": ""RWF""}",RWF,95,"Bachelor's Degree in Environmental Health and Safety in Services, Tourism and Hospitality","Claude is a motivated professional with 1+ years of professional experience in Services, Tourism and Hospitality, based in Gasabo, Rwanda, seeking new opportunities to contribute and grow.","[{""name"": ""English"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}, {""name"": ""Ikinyarwanda"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}]","{""job_types"": [""contract""], ""locations"": [""Gasabo""], ""industries"": [""Services, Tourism and Hospitality""], ""company_sizes"": [], ""employment_types"": [""full-time""], ""remote_preference"": ""remote""}","{""status"": ""actively_looking"", ""notice_period"": null, ""available_from"": null, ""open_to_opportunities"": true}","{""source_candidate_id"": ""013EE3E84C12B3FE6005E425563818B5AAA4FFCAC65010769BE1D7CBEA508496"", ""generated"": true}",2026-04-14 19:18:47.443988+00:00,2026-04-14 19:18:47.443988+00:00
699e4796-6de9-5f71-8105-732087082c69,Gilbert,Bizimana,+250726891254,Rwanda,Kayonza,Africa/Kigali,1985-04-08,male,,https://linkedin.com/in/gilbert-bizimana-756,,,,False,False,30,"{""amount"": 450000, ""currency"": ""RWF""}","{""min"": 450000, ""max"": 539227, ""currency"": ""RWF""}",RWF,61,"Bachelor’s Degree in Administrative Sciences  in Natural Sciences, Mathematics and Statistics","Gilbert is a motivated professional with 2+ years of professional experience in Natural Sciences, Mathematics and Statistics, based in Kayonza, Rwanda, seeking new opportunities to contribute and grow.","[{""name"": ""English"", ""reading"": ""Very Good"", ""writing"": ""Very Good"", ""speaking"": ""Very Good""}, {""name"": ""French"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}, {""name"": ""Ikinyarwanda"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}, {""name"": ""Swahili"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}]","{""job_types"": [""contract""], ""locations"": [""Kayonza"", ""Remote""], ""industries"": [""Natural Sciences, Mathematics and Statistics""], ""company_sizes"": [], ""employment_types"": [""full-time""], ""remote_preference"": ""remote""}","{""status"": ""actively_looking"", ""notice_period"": ""2 weeks"", ""available_from"": null, ""open_to_opportunities"": true}","{""source_candidate_id"": ""012C90B282B75C552406F8A2BED9F7A886CADED375013045FB7827D1E398C4AA"", ""generated"": true}",2024-07-30 19:18:47.443988+00:00,2024-07-30 19:18:47.443988+00:00
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,Yves,Uwimana,+250734585314,Rwanda,Ngororero,Africa/Kigali,1996-05-07,male,,https://linkedin.com/in/yves-uwimana-623,,,,False,False,14,"{""amount"": 220000, ""currency"": ""RWF""}","{""min"": 220000, ""max"": 286366, ""currency"": ""RWF""}",RWF,65,"A2 Certificate in Mathematics – Economics - Geography (MEG) in Natural Sciences, Mathematics and Statistics","Yves is a motivated professional early in their career in Natural Sciences, Mathematics and Statistics, based in Ngororero, Rwanda, seeking new opportunities to contribute and grow.","[{""name"": ""English"", ""reading"": ""Very Good"", ""writing"": ""Very Good"", ""speaking"": ""Very Good""}, {""name"": ""French"", ""reading"": ""Good"", ""writing"": ""Good"", ""speaking"": ""Good""}, {""name"": ""Ikinyarwanda"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}]","{""job_types"": [""contract""], ""locations"": [""Ngororero""], ""industries"": [""Natural Sciences, Mathematics and Statistics""], ""company_sizes"": [], ""employment_types"": [""full-time""], ""remote_preference"": ""any""}","{""status"": ""open_to_opportunities"", ""notice_period"": ""1 month"", ""available_from"": null, ""open_to_opportunities"": true}","{""source_candidate_id"": ""01C3C84B734A4B0DF7915799E2A478166B17798E9AED67EA40A9A85C9E303670"", ""generated"": true}",2024-10-20 19:18:47.443988+00:00,2024-10-20 19:18:47.443988+00:00
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,Gilbert,Umutoni,+250788963715,Rwanda,Rwamagana,Africa/Kigali,1988-09-20,male,,https://linkedin.com/in/gilbert-umutoni-560,https://github.com/gilbertumutoni41,,,False,True,60,"{""amount"": 150000, ""currency"": ""RWF""}","{""min"": 150000, ""max"": 195474, ""currency"": ""RWF""}",RWF,100,"Driving License Category B, D   in Services, Tourism and Hospitality","Gilbert is a motivated professional early in their career in Services, Tourism and Hospitality, based in Rwamagana, Rwanda, seeking new opportunities to contribute and grow.","[{""name"": ""English"", ""reading"": ""Good"", ""writing"": ""Good"", ""speaking"": ""Good""}, {""name"": ""Ikinyarwanda"", ""reading"": ""Excellent"", ""writing"": ""Excellent"", ""speaking"": ""Excellent""}]","{""job_types"": [""contract""], ""locations"": [""Rwamagana""], ""industries"": [""Services, Tourism and Hospitality""], ""company_sizes"": [], ""employment_types"": [""full-time""], ""remote_preference"": ""any""}","{""status"": ""actively_looking"", ""notice_period"": ""2 weeks"", ""available_from"": null, ""open_to_opportunities"": true}","{""source_candidate_id"": ""01CC84F2A9EAEEC75D57D402BA992E294DAAA080F724673F46A51DAC0144971F"", ""generated"": true}",2025-03-09 19:18:47.443988+00:00,2025-03-09 19:18:47.443988+00:00
db4ca672-654d-55a7-b046-c556d13d7060,Aime,Twizeyimana,+250789961107,Rwanda,Kicukiro,Africa/Kigali,1997-01-13,male,,https://linkedin.com/in/aime-twizeyimana-127,,,,False,False,0,"{""amount"": 675000, ""currency"": ""RWF""}","{""min"": 675000, ""max"": 890855, ""currency"": ""RWF""}",RWF,87,"Master's Degree in Soil and Water Management in Business, Administration and Law","Aime is a motivated professional with 1+ years of professional experience in Business, Administration and Law, based in Kicukiro, Rwanda, seeking new opportunities to contribute and grow.","[{""name"": ""English"", ""reading"": ""Very Good"", ""writing"": ""Very Good"", ""speaking"": ""Very Good""}, {""name"": ""French"", ""reading"": ""Very Good"", ""writing"": ""Very Good"", ""speaking"": ""Good""}]","{""job_types"": [""contract""], ""locations"": [""Kicukiro""], ""industries"": [""Business, Administration and Law""], ""company_sizes"": [], ""employment_types"": [""full-time""], ""remote_preference"": ""any""}","{""status"": ""actively_looking"", ""notice_period"": ""2 weeks"", ""available_from"": null, ""open_to_opportunities"": true}","{""source_candidate_id"": ""01BBB14D9C01BD5011C2D971D478A6EAB272AF699ADC0EAC97608AC083D75C06"", ""generated"": true}",2024-07-21 19:18:47.443988+00:00,2024-07-21 19:18:47.443988+00:00
